date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-15,11:15,12:10,12:15,819.0,819.2,818.80396
2026-07-15,11:20,12:15,12:20,819.2,819.25,819.3564
2026-07-15,11:25,12:20,12:25,819.25,818.55,818.8285
2026-07-15,11:30,12:25,12:30,818.55,818.55,818.5069
2026-07-15,11:35,12:30,12:35,818.55,818.0,818.4155
2026-07-15,11:40,12:35,12:40,818.0,819.1,818.2295
2026-07-15,11:45,12:40,12:45,819.1,818.65,818.9431
2026-07-15,11:50,12:45,12:50,818.65,816.7,819.1074
2026-07-15,11:55,12:50,12:55,816.7,812.25,816.94116
2026-07-15,12:00,12:55,13:00,812.25,813.0,813.62976
2026-07-15,12:05,13:00,13:05,813.0,810.75,813.5308
2026-07-15,12:10,13:05,13:10,810.75,811.25,813.4145
2026-07-15,12:15,13:10,13:15,811.25,813.5,810.72266
2026-07-15,12:20,13:15,13:20,813.5,813.0,813.94135
2026-07-15,12:25,13:20,13:25,813.0,812.95,812.0687
2026-07-15,12:30,13:25,13:30,812.95,812.7,812.9796
2026-07-15,12:35,13:30,13:35,812.7,813.3,813.0662
2026-07-15,12:40,13:35,13:40,813.3,813.1,813.7334
2026-07-15,12:45,13:40,13:45,813.1,813.8,812.1738
2026-07-15,12:50,13:45,13:50,813.8,812.65,813.18463
2026-07-15,12:55,13:50,13:55,812.65,813.7,812.23645
2026-07-15,13:00,13:55,14:00,813.7,814.2,813.5004
2026-07-15,13:05,14:00,14:05,814.2,815.65,814.1307
2026-07-15,13:10,14:05,14:10,815.65,815.4,815.35657
2026-07-15,13:15,14:10,14:15,815.4,815.0,815.4813
2026-07-15,13:20,14:15,14:20,815.0,815.0,815.0751
2026-07-15,13:25,14:20,14:25,815.0,815.3,815.14777
2026-07-15,13:30,14:25,14:30,815.3,815.8,815.10913
2026-07-15,13:35,14:30,14:35,815.8,816.5,815.3641
2026-07-15,13:40,14:35,14:40,816.5,816.6,815.5693
2026-07-15,13:45,14:40,14:45,816.6,816.0,816.466
2026-07-15,13:50,14:45,14:50,816.0,816.15,816.0548
2026-07-15,13:55,14:50,14:55,816.15,814.5,816.30164
2026-07-15,14:00,14:55,15:00,814.5,814.95,814.7521
2026-07-15,14:05,15:00,15:05,814.95,815.3,814.7178
2026-07-15,14:10,15:05,15:10,815.3,815.85,814.8783
2026-07-15,14:15,15:10,15:15,815.85,815.5,815.6783
2026-07-15,14:20,15:15,15:20,815.5,815.6,815.76324
